raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source	stress_drop_count
1843	GOBP_PODOSOME_ASSEMBLY	GOBP_PODOSOME_ASSEMBLY	fgsea_msigdb_C5_GO_BP_entrez	0.960067276327204	0.960023902761532	up	['2934', '6010', '7124', '822', '3055']		False		False	False	2934,6010,7124,822,3055	True		qval	True	missing	False	42	True	6	0	1843	fgsea_msigdb_C5_GO_BP_entrez:GOBP_PODOSOME_ASSEMBLY	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	1d14b48c82de	0.921875	0.46875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.90625	0.90625	1.0	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
1844	GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	fgsea_msigdb_C5_GO_BP_entrez	0.960033873088629	0.960023902761532	up	['5610', '4745', '4041', '650', '2263', '596', '2623', '4771', '6422']		False		False	False	5610,4745,4041,650,2263,596,2623,4771,6422	True		qval	True	missing	False	42	True	9	0	1844	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	evidence_perturb	True	4134	True	False	1		0.828125	53	64	computed	0.828125	c3be9b99b6ca	0.828125	0.578125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9114583333333333	0.9114583333333333	1.0	0.828125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1845	GOBP_PIGMENT_CELL_DIFFERENTIATION	GOBP_PIGMENT_CELL_DIFFERENTIATION	fgsea_msigdb_C5_GO_BP_entrez	0.959806973976484	0.960023902761532	up	['4254', '3815', '4286']		False		False	False	4254,3815,4286	True		qval	True	missing	False	42	True	3	0	1845	fgsea_msigdb_C5_GO_BP_entrez:GOBP_PIGMENT_CELL_DIFFERENTIATION	evidence_perturb	True	4134	True	False	1		0.75	48	64	computed	0.75	389b15e800f8	0.75	0.25	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9010416666666667	0.9010416666666667	1.0	0.75	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1846	GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	fgsea_msigdb_C5_GO_BP_entrez	0.959597484175623	0.960023902761532	up	['5469', '5706', '339', '1482', '6882', '7067', '2960', '4286', '5436', '9013', '6928', '6878', '9328', '2308', '9555', '9282', '4150', '9862', '9439', '1022', '6927', '1870', '4609', '9070']		False		False	False	5469,5706,339,1482,6882,7067,2960,4286,5436,9013,6928,6878,9328,2308,9555,9282,4150,9862,9439,1022,6927,1870,4609,9070	True		qval	True	missing	False	42	True	26	0	1846	fgsea_msigdb_C5_GO_BP_entrez:GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	evidence_perturb	True	4134	True	False	1		0.9375	60	64	computed	0.9375	eb2b0906b0ef	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8640046296296297	0.897235576923077	0.9586823953773682	0.9375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	2
1847	GOBP_BRAIN_MORPHOGENESIS	GOBP_BRAIN_MORPHOGENESIS	fgsea_msigdb_C5_GO_BP_entrez	0.95904883526015	0.960023902761532	up	['8195', '2309', '6608', '2177', '2253', '8820', '4763', '585', '8323', '7976']		False		False	False	8195,2309,6608,2177,2253,8820,4763,585,8323,7976	True		qval	True	missing	False	42	True	11	0	1847	fgsea_msigdb_C5_GO_BP_entrez:GOBP_BRAIN_MORPHOGENESIS	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	a529825495e8	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8138020833333333	0.8877840909090909	0.9060893533549784	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
1848	GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	-0.958975506150474	0.960023902761532	down	['2079', '2517', '1646', '1635', '8644', '1716', '4507', '7084', '5729', '231']		False		False	False	2079,2517,1646,1635,8644,1716,4507,7084,5729,231	True		qval	True	missing	False	42	True	12	0	1848	fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	evidence_perturb	True	4134	True	False	1		0.890625	57	64	computed	0.890625	7730392e1d71	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8317307692307693	0.9010416666666667	0.9146240044677545	0.890625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	2
1849	GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	fgsea_msigdb_C5_GO_BP_entrez	-0.958901622744108	0.960023902761532	down	['3558', '348', '5048', '1072', '5789']		False		False	False	3558,348,5048,1072,5789	True		qval	True	missing	False	42	True	6	0	1849	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	evidence_perturb	True	4134	True	False	1		0.875	56	64	computed	0.875	52d85f00ed37	0.875	0.453125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8932291666666667	0.8932291666666667	1.0	0.875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
1850	GOBP_LUNG_ALVEOLUS_DEVELOPMENT	GOBP_LUNG_ALVEOLUS_DEVELOPMENT	fgsea_msigdb_C5_GO_BP_entrez	0.958428910150365	0.960023902761532	up	['9678', '10905', '3202', '538', '2355', '4321', '100', '652', '7040', '6310', '6943', '2263']		False		False	False	9678,10905,3202,538,2355,4321,100,652,7040,6310,6943,2263	True		qval	True	missing	False	42	True	12	0	1850	fgsea_msigdb_C5_GO_BP_entrez:GOBP_LUNG_ALVEOLUS_DEVELOPMENT	evidence_perturb	True	4134	True	False	1		0.828125	53	64	computed	0.828125	dfc69c449f76	0.828125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8149038461538461	0.8828125	0.912735831876457	0.828125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1851	GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	fgsea_msigdb_C5_GO_BP_entrez	0.958319388683555	0.960023902761532	up	['2303', '3201', '1749', '4323', '2138', '3203', '3237', '4325', '9968', '860', '3202', '3233', '6664', '1909', '6670']		False		False	False	2303,3201,1749,4323,2138,3203,3237,4325,9968,860,3202,3233,6664,1909,6670	True		qval	True	missing	False	42	True	16	0	1851	fgsea_msigdb_C5_GO_BP_entrez:GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	evidence_perturb	True	4134	True	False	1		0.9375	60	64	computed	0.9375	0eeef6f48d08	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8428308823529411	0.8955078125	0.9343587134372981	0.9375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
1852	GOBP_MAMMARY_GLAND_MORPHOGENESIS	GOBP_MAMMARY_GLAND_MORPHOGENESIS	fgsea_msigdb_C5_GO_BP_entrez	0.958227068197258	0.960023902761532	up	['5469', '8945', '10718', '374', '652', '4041', '367', '581', '7040', '6778', '11331', '2263', '6926']		False		False	False	5469,8945,10718,374,652,4041,367,581,7040,6778,11331,2263,6926	True		qval	True	missing	False	42	True	13	0	1852	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MAMMARY_GLAND_MORPHOGENESIS	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	91f6a13ed7b9	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8549107142857142	0.920673076923077	0.9224850670163172	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1853	GOBP_BEHAVIOR	GOBP_BEHAVIOR	fgsea_msigdb_C5_GO_BP_entrez	0.958112092459099	0.960023902761532	up	['10919', '1141', '482', '8195', '11315', '7101', '582', '1136', '3934', '2583', '5028', '5764', '7067', '7345', '9896', '4867', '104', '2059', '3678', '3815', '1524', '5024', '11245', '2896', '8087', '2648', '2861', '6531', '6505', '4900', '3784', '894', '2693', '1803', '5350', '4137', '846', '320', '5090', '4988', '6543', '5896', '1977', '8528', '538', '5649', '9369', '6886', '3737', '2775', '4762', '9112', '2906', '2743', '10769', '9572', '3235', '1272', '4185', '2043', '4986', '1143', '153', '9099', '7416', '10396', '5194', '10411', '100', '1392', '2915', '353', '460', '3064', '1855', '1620', '4914', '2636', '4125', '5641', '6900', '1374', '11280', '27', '7442', '4130', '477', '6722', '1393', '4097', '4763', '6310', '6326', '6448', '9611', '9867', '109', '585', '4761', '4593', '7419', '1742', '4909', '2641', '7057', '5020', '8322', '5465', '9464', '5575', '1138', '1182', '267', '596', '3630', '7988', '3845', '3398', '8013', '7544', '4208', '8862', '3766', '10231', '6774', '2917']		False		False	False	10919,1141,482,8195,11315,7101,582,1136,3934,2583,5028,5764,7067,7345,9896,4867,104,2059,3678,3815,1524,5024,11245,2896,8087,2648,2861,6531,6505,4900,3784,894,2693,1803,5350,4137,846,320,5090,4988,6543,5896,1977,8528,538,5649,9369,6886,3737,2775,4762,9112,2906,2743,10769,9572,3235,1272,4185,2043,4986,1143,153,9099,7416,10396,5194,10411,100,1392,2915,353,460,3064,1855,1620,4914,2636,4125,5641,6900,1374,11280,27,7442,4130,477,6722,1393,4097,4763,6310,6326,6448,9611,9867,109,585,4761,4593,7419,1742,4909,2641,7057,5020,8322,5465,9464,5575,1138,1182,267,596,3630,7988,3845,3398,8013,7544,4208,8862,3766,10231,6774,2917	True		qval	True	missing	False	42	True	131	0	1853	fgsea_msigdb_C5_GO_BP_entrez:GOBP_BEHAVIOR	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	d9ef8a07786a	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8548460144927537	0.9005248091603053	0.9439461875821996	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	5
1854	GOBP_AXONAL_FASCICULATION	GOBP_AXONAL_FASCICULATION	fgsea_msigdb_C5_GO_BP_entrez	-0.957721473812405	0.960023902761532	down	['9037', '1268', '4692', '2042']		False		False	False	9037,1268,4692,2042	True		qval	True	missing	False	42	True	4	0	1854	fgsea_msigdb_C5_GO_BP_entrez:GOBP_AXONAL_FASCICULATION	evidence_perturb	True	4134	True	False	1		0.609375	39	64	computed	0.609375	35d5ccc88f07	0.609375	0.390625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.890625	0.890625	1.0	0.609375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1855	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	fgsea_msigdb_C5_GO_BP_entrez	-0.957570236064725	0.960023902761532	down	['2185', '1440', '6366', '5217', '274', '10178']		False		False	False	2185,1440,6366,5217,274,10178	True		qval	True	missing	False	42	True	6	0	1855	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	evidence_perturb	True	4134	True	False	1		0.859375	55	64	computed	0.859375	56e71d50b7d2	0.859375	0.453125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8958333333333333	0.8958333333333333	1.0	0.859375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1856	GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	0.957330284486097	0.960023902761532	up	['3192', '1026', '10039', '3183']		False		False	False	3192,1026,10039,3183	True		qval	True	missing	False	42	True	4	0	1856	fgsea_msigdb_C5_GO_BP_entrez:GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	evidence_perturb	True	4134	True	False	1		0.640625	41	64	computed	0.640625	5a2cae88718a	0.640625	0.359375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8984375	0.8984375	1.0	0.640625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1857	GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	0.957060342701254	0.960023902761532	up	['6928', '1909', '8200', '4487']		False		False	False	6928,1909,8200,4487	True		qval	True	missing	False	42	True	4	0	1857	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	evidence_perturb	True	4134	True	False	1		0.640625	41	64	computed	0.640625	89932ea93b21	0.640625	0.359375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.89453125	0.89453125	1.0	0.640625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1858	GOBP_RESPONSE_TO_INTERLEUKIN_1	GOBP_RESPONSE_TO_INTERLEUKIN_1	fgsea_msigdb_C5_GO_BP_entrez	0.956746476290533	0.960023902761532	up	['3476', '3934', '9590', '3556', '5584', '6885', '5740', '3569', '8887', '4824', '3576', '3280', '5600', '9759', '3037', '8808']		False		False	False	3476,3934,9590,3556,5584,6885,5740,3569,8887,4824,3576,3280,5600,9759,3037,8808	True		qval	True	missing	False	42	True	17	0	1858	fgsea_msigdb_C5_GO_BP_entrez:GOBP_RESPONSE_TO_INTERLEUKIN_1	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	1fd0ee3cce92	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8550347222222223	0.9053308823529411	0.9386250493787259	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
1859	GOBP_BONE_MATURATION	GOBP_BONE_MATURATION	fgsea_msigdb_C5_GO_BP_entrez	-0.956554586498046	0.960023902761532	down	['10507', '7059', '8642', '5364', '2688', '2261', '10682']		False		False	False	10507,7059,8642,5364,2688,2261,10682	True		qval	True	missing	False	42	True	7	0	1859	fgsea_msigdb_C5_GO_BP_entrez:GOBP_BONE_MATURATION	evidence_perturb	True	4134	True	False	1		0.8125	52	64	computed	0.8125	0525ae8c4dd3	0.8125	0.46875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9040178571428571	0.9040178571428571	1.0	0.8125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1860	GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	fgsea_msigdb_C5_GO_BP_entrez	-0.956386753755223	0.960023902761532	down	['10265', '7484', '648', '5156', '3199', '5079', '3219', '3211', '4088', '6495', '3221', '7048', '3198', '7289', '3217', '3218', '4188']		False		False	False	10265,7484,648,5156,3199,5079,3219,3211,4088,6495,3221,7048,3198,7289,3217,3218,4188	True		qval	True	missing	False	42	True	17	0	1860	fgsea_msigdb_C5_GO_BP_entrez:GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	evidence_perturb	True	4134	True	False	1		0.890625	57	64	computed	0.890625	09dd7c5d0b88	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8515625	0.9016544117647058	0.9383070896627883	0.890625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1861	GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	fgsea_msigdb_C5_GO_BP_entrez	-0.95586326115448	0.960023902761532	down	['1946', '673', '10562', '2266', '3346', '6281', '8874', '10630', '3987']		False		False	False	1946,673,10562,2266,3346,6281,8874,10630,3987	True		qval	True	missing	False	42	True	10	0	1861	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	evidence_perturb	True	4134	True	False	1		0.828125	53	64	computed	0.828125	57a60c655e37	0.828125	0.640625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.875	0.875	1.0	0.828125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
1862	GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS	GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	-0.955848410640455	0.960023902761532	down	['3558', '695', '1676', '9093', '7157', '10758', '356', '5027', '207', '8772']		False		False	False	3558,695,1676,9093,7157,10758,356,5027,207,8772	True		qval	True	missing	False	42	True	10	0	1862	fgsea_msigdb_C5_GO_BP_entrez:GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS	evidence_perturb	True	4134	True	False	1		0.953125	61	64	computed	0.953125	086b9671caaa	0.953125	0.609375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9031250000000001	0.9031250000000001	1.0	0.953125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1863	GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION	GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION	fgsea_msigdb_C5_GO_BP_entrez	0.955783494347143	0.960023902761532	up	['3418', '5584', '4851', '3569', '6664', '3280', '4763', '9921', '6310', '3845', '9423', '4204', '7424', '7124', '4771', '706']		False		False	False	3418,5584,4851,3569,6664,3280,4763,9921,6310,3845,9423,4204,7424,7124,4771,706	True		qval	True	missing	False	42	True	16	0	1863	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION	evidence_perturb	True	4134	True	False	1		0.9375	60	64	computed	0.9375	12d3113c65b8	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8465073529411764	0.8994140625	0.9345614863078099	0.9375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1864	GOBP_FOCAL_ADHESION_ASSEMBLY	GOBP_FOCAL_ADHESION_ASSEMBLY	fgsea_msigdb_C5_GO_BP_entrez	-0.955763750139509	0.960023902761532	down	['1946', '8394', '5796', '3791', '4088', '7248', '9344', '6281', '1072', '8874', '11037', '2042', '71', '7070', '3987', '395']		False		False	False	1946,8394,5796,3791,4088,7248,9344,6281,1072,8874,11037,2042,71,7070,3987,395	True		qval	True	missing	False	42	True	16	0	1864	fgsea_msigdb_C5_GO_BP_entrez:GOBP_FOCAL_ADHESION_ASSEMBLY	evidence_perturb	True	4134	True	False	1		0.953125	61	64	computed	0.953125	a9b39f855a68	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8529411764705882	0.90625	0.9351323041235726	0.953125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1865	GOBP_ARTERY_DEVELOPMENT	GOBP_ARTERY_DEVELOPMENT	fgsea_msigdb_C5_GO_BP_entrez	0.95566426961077	0.960023902761532	up	['2303', '2138', '4036', '4035', '4091', '94', '5629', '4851', '7422', '4824', '1909', '3280', '5311', '4092', '182', '11280', '652', '6722', '2253', '4763', '10370']		False		False	False	2303,2138,4036,4035,4091,94,5629,4851,7422,4824,1909,3280,5311,4092,182,11280,652,6722,2253,4763,10370	True		qval	True	missing	False	42	True	21	0	1865	fgsea_msigdb_C5_GO_BP_entrez:GOBP_ARTERY_DEVELOPMENT	evidence_perturb	True	4134	True	False	1		0.890625	57	64	computed	0.890625	69d3e0a75db6	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.84375	0.8839285714285714	0.9484872899020055	0.890625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1866	GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	fgsea_msigdb_C5_GO_BP_entrez	0.955489982431553	0.960023902761532	up	['2303', '7422', '1909', '5308', '4855', '10672', '6722', '2253']		False		False	False	2303,7422,1909,5308,4855,10672,6722,2253	True		qval	True	missing	False	42	True	10	0	1866	fgsea_msigdb_C5_GO_BP_entrez:GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	be1f4784aa2a	0.921875	0.59375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9078125	0.9078125	1.0	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	2
1867	GOBP_GLAND_MORPHOGENESIS	GOBP_GLAND_MORPHOGENESIS	fgsea_msigdb_C5_GO_BP_entrez	0.955390865440941	0.960023902761532	up	['5469', '5764', '10116', '10913', '3249', '8945', '10718', '5629', '4851', '374', '1396', '2267', '3569', '4824', '7052', '3400', '652', '1605', '4041', '367', '581', '2253', '7040', '8452', '6778', '11331', '2263', '6926', '596', '8837']		False		False	False	5469,5764,10116,10913,3249,8945,10718,5629,4851,374,1396,2267,3569,4824,7052,3400,652,1605,4041,367,581,2253,7040,8452,6778,11331,2263,6926,596,8837	True		qval	True	missing	False	42	True	30	0	1867	fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLAND_MORPHOGENESIS	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	b0795dae3c76	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8486328125	0.9052083333333334	0.9311973555166948	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1868	GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	-0.955059498882612	0.960023902761532	down	['3553', '6343', '344', '215', '8660', '9746', '336', '2523', '337']		False		False	False	3553,6343,344,215,8660,9746,336,2523,337	True		qval	True	missing	False	42	True	9	0	1868	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	evidence_perturb	True	4134	True	False	1		0.765625	49	64	computed	0.765625	64f340422d05	0.765625	0.609375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8940972222222223	0.8940972222222223	1.0	0.765625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
1869	GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	fgsea_msigdb_C5_GO_BP_entrez	0.95505011654893	0.960023902761532	up	['2303', '5469', '3201', '1749', '5459', '5310', '4323', '2138', '8563', '1482', '5887', '4254', '3815', '3249', '2323', '3237', '3784', '6928', '2487', '5629', '4851', '4325', '9968', '860', '7422', '5090', '3202', '6678', '8076', '677', '3233', '4522', '6664', '1909', '3576', '6670', '6886', '5308', '4762', '3280', '5311', '3235', '2709', '100', '6608', '1855', '6615', '4609', '4487', '10049', '5604', '652', '9742', '6722', '5089', '468', '6134', '10653', '2253', '8820', '2885', '7040', '10370', '7547', '1856', '6169', '9645', '474', '6943', '4647', '8928', '8323', '2263', '9464', '6926', '2625', '1499', '7976', '5930', '3204', '3398', '1050', '8013', '7855', '6293', '4646', '4208', '5456']		False		False	False	2303,5469,3201,1749,5459,5310,4323,2138,8563,1482,5887,4254,3815,3249,2323,3237,3784,6928,2487,5629,4851,4325,9968,860,7422,5090,3202,6678,8076,677,3233,4522,6664,1909,3576,6670,6886,5308,4762,3280,5311,3235,2709,100,6608,1855,6615,4609,4487,10049,5604,652,9742,6722,5089,468,6134,10653,2253,8820,2885,7040,10370,7547,1856,6169,9645,474,6943,4647,8928,8323,2263,9464,6926,2625,1499,7976,5930,3204,3398,1050,8013,7855,6293,4646,4208,5456	True		qval	True	missing	False	42	True	90	0	1869	fgsea_msigdb_C5_GO_BP_entrez:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	fbd6fb9bf8a5	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8590425531914894	0.8972222222222224	0.9527405824891378	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	2
1870	GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	fgsea_msigdb_C5_GO_BP_entrez	-0.954975398763273	0.960023902761532	down	['8658', '1736', '4931', '4216', '7203', '5570', '86', '4683', '5595', '10728', '7528', '10576', '5371', '546', '3320', '8550']		False		False	False	8658,1736,4931,4216,7203,5570,86,4683,5595,10728,7528,10576,5371,546,3320,8550	True		qval	True	missing	False	42	True	17	0	1870	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	evidence_perturb	True	4134	True	False	1		0.96875	62	64	computed	0.96875	fe9c6bdd5e11	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8463541666666667	0.896139705882353	0.9380775908119658	0.96875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
1871	GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING	GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING	fgsea_msigdb_C5_GO_BP_entrez	-0.954948614987625	0.960023902761532	down	['9344', '4683', '8720', '641', '9577']		False		False	False	9344,4683,8720,641,9577	True		qval	True	missing	False	42	True	5	0	1871	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	849f742515a5	0.921875	0.328125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.91875	0.91875	1.0	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
