claim_id	human_label	rater_id	label_version	cancer	variant	gate_mode	tau	entity	direction	term_name	module_id_effective	gene_symbols_str	term_ids_str	term_survival_agg	context_score	status	abstain_reason	fail_reason	audit_notes	claim_json	_src
c_a9454127bc74		R1	v1	LUAD	ours	hard	0.2	HALLMARK_MYOGENESIS	down	HALLMARK_MYOGENESIS	M6e92991b36f9	MYOM2;EPHB3;COL15A1;ACTN3;FLII;MAPK12;COX6A2;SPHK1;SPTAN1;FABP3	'fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_a9454127bc74"",""entity"":""HALLMARK_MYOGENESIS"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M6e92991b36f9"",""gene_ids"":[""9172"",""2049"",""1306"",""89"",""2314"",""6300"",""1339"",""8877"",""6709"",""2170""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS""],""gene_set_hash"":""81e4407a4c0c""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_716f25f31fe5		R1	v1	LUAD	ours	hard	0.2	HALLMARK_IL2_STAT5_SIGNALING	up	HALLMARK_IL2_STAT5_SIGNALING	M76897d2e1588	IL10;S100A1;GUCY1B1;SERPINB6;ITGAE;POU2F1;XBP1;PENK;IRF6;NT5E	'fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_716f25f31fe5"",""entity"":""HALLMARK_IL2_STAT5_SIGNALING"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M76897d2e1588"",""gene_ids"":[""3586"",""6271"",""2983"",""5269"",""3682"",""5451"",""7494"",""5179"",""3664"",""4907""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING""],""gene_set_hash"":""4766895c8102""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_cc52c4e1afaa		R1	v1	LUAD	ours	hard	0.2	HALLMARK_OXIDATIVE_PHOSPHORYLATION	up	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mebd207408d92	IDH3B;COXFA4;IDH2;NQO2;PRDX3;IDH3G;NDUFS1;PHYH;GLUD1;POLR2F	'fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_cc52c4e1afaa"",""entity"":""HALLMARK_OXIDATIVE_PHOSPHORYLATION"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mebd207408d92"",""gene_ids"":[""3420"",""4697"",""3418"",""4835"",""10935"",""3421"",""4719"",""5264"",""2746"",""5435""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION""],""gene_set_hash"":""7c3cb3ccb2ce""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_626e91061c73		R1	v1	LUAD	ours	hard	0.2	HALLMARK_BILE_ACID_METABOLISM	up	HALLMARK_BILE_ACID_METABOLISM	Mb054bf72eb80	IDH2;IDI1;CAT;PHYH;SLCO1A2;LCK;AGXT;HSD17B4;PEX11A;PFKM	'fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM	0.921875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_626e91061c73"",""entity"":""HALLMARK_BILE_ACID_METABOLISM"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mb054bf72eb80"",""gene_ids"":[""3418"",""3422"",""847"",""5264"",""6579"",""3932"",""189"",""3295"",""8800"",""5213""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM""],""gene_set_hash"":""44a35dc3281c""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_0f900c31f930		R1	v1	LUAD	ours	hard	0.2	HALLMARK_DNA_REPAIR	up	HALLMARK_DNA_REPAIR	M2e562fe135a0	HPRT1;POLD3;GTF2B;POLH;POLR2F;POLR2E;ADA;BCAP31;GTF2F1;TAF6	'fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_0f900c31f930"",""entity"":""HALLMARK_DNA_REPAIR"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M2e562fe135a0"",""gene_ids"":[""3251"",""10714"",""2959"",""5429"",""5435"",""5434"",""100"",""10134"",""2962"",""6878""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR""],""gene_set_hash"":""81e3051b1ef4""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_8a54dcca1c77		R1	v1	LUAD	ours	hard	0.2	HALLMARK_TGF_BETA_SIGNALING	up	HALLMARK_TGF_BETA_SIGNALING	M2419988392a1	ID2;FURIN;SMAD3;UBE2D3;BMP2;NOG;CDH1;FNTA;PPP1CA;SMAD1	'fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_8a54dcca1c77"",""entity"":""HALLMARK_TGF_BETA_SIGNALING"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M2419988392a1"",""gene_ids"":[""3398"",""5045"",""4088"",""7323"",""650"",""9241"",""999"",""2339"",""5499"",""4086""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING""],""gene_set_hash"":""cfd94283ed03""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_63bf0f383d1f		R1	v1	LUAD	ours	hard	0.2	HALLMARK_PROTEIN_SECRETION	down	HALLMARK_PROTEIN_SECRETION	M1cfdfe9fc0ab	ARF1;CLN5;SNAP23;DST;ADAM10;TMED2;SSPN;ARCN1;STX7;STX16	'fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_63bf0f383d1f"",""entity"":""HALLMARK_PROTEIN_SECRETION"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M1cfdfe9fc0ab"",""gene_ids"":[""375"",""1203"",""8773"",""667"",""102"",""10959"",""8082"",""372"",""8417"",""8675""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION""],""gene_set_hash"":""1d6fcdcb45a3""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_0a2f169e8da0		R1	v1	LUAD	ours	hard	0.2	HALLMARK_NOTCH_SIGNALING	down	HALLMARK_NOTCH_SIGNALING	M9ba5ac416d54	FZD1;SAP30;TCF7L2;ST3GAL6;PSEN2	'fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_0a2f169e8da0"",""entity"":""HALLMARK_NOTCH_SIGNALING"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M9ba5ac416d54"",""gene_ids"":[""8321"",""8819"",""6934"",""10402"",""5664""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING""],""gene_set_hash"":""b5e3810fed61""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_ff82943e36ba		R1	v1	LUAD	ours	hard	0.2	HALLMARK_XENOBIOTIC_METABOLISM	up	HALLMARK_XENOBIOTIC_METABOLISM	M65eb0e3cb0a6	CYP17A1;HPRT1;ID2;TDO2;CAT;GAD1;CDO1;PPARD;ARPP19;KYNU	'fgsea_msigdb_H_entrez:HALLMARK_XENOBIOTIC_METABOLISM	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_ff82943e36ba"",""entity"":""HALLMARK_XENOBIOTIC_METABOLISM"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M65eb0e3cb0a6"",""gene_ids"":[""1586"",""3251"",""3398"",""6999"",""847"",""2571"",""1036"",""5467"",""10776"",""8942""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_XENOBIOTIC_METABOLISM""],""gene_set_hash"":""69aa77823f8d""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
c_041ed4f7c825		R1	v1	LUAD	ours	hard	0.9	HALLMARK_COAGULATION	up	HALLMARK_COAGULATION	M45f53a2ec73d	CTSO;S100A1;F8;CTSE;FURIN;PRSS23;PROZ;GP9;FGA;RAPGEF3	'fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	0.921875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_041ed4f7c825"",""entity"":""HALLMARK_COAGULATION"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M45f53a2ec73d"",""gene_ids"":[""1519"",""6271"",""2157"",""1510"",""5045"",""11098"",""8858"",""2815"",""2243"",""10411""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_COAGULATION""],""gene_set_hash"":""372891276fba""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.90/audit_log.tsv
c_310adbb80421		R1	v1	LUSC	ours	hard	0.2	HALLMARK_BILE_ACID_METABOLISM	up	HALLMARK_BILE_ACID_METABOLISM	M22f9460c7d50	SLC67A1;IDI1;IDH1;CAT;SERPINA6;ABCA9;ABCA3;IDH2;APOA1;ABCA4	'fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_310adbb80421"",""entity"":""HALLMARK_BILE_ACID_METABOLISM"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M22f9460c7d50"",""gene_ids"":[""5002"",""3422"",""3417"",""847"",""866"",""10350"",""21"",""3418"",""335"",""24""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM""],""gene_set_hash"":""f35dbae89767""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_5173ce2eae00		R1	v1	LUSC	ours	hard	0.2	HALLMARK_P53_PATHWAY	up	HALLMARK_P53_PATHWAY	M8bbaf9d29d29	GM2A;BMP2;APP;IFI30;RAP2B;CDKN2B;RALGDS;SPHK1;VAMP8;SLC19A2	'fgsea_msigdb_H_entrez:HALLMARK_P53_PATHWAY	0.90625		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_5173ce2eae00"",""entity"":""HALLMARK_P53_PATHWAY"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M8bbaf9d29d29"",""gene_ids"":[""2760"",""650"",""351"",""10437"",""5912"",""1030"",""5900"",""8877"",""8673"",""10560""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_P53_PATHWAY""],""gene_set_hash"":""e25a9d682b4d""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_80da87099e8f		R1	v1	LUSC	ours	hard	0.2	HALLMARK_ESTROGEN_RESPONSE_LATE	up	HALLMARK_ESTROGEN_RESPONSE_LATE	M639505020b00	TFF3;DHRS2;SCNN1A;NPY1R;FRK;ST6GALNAC2;GALE;NCOR2;RNASEH2A;LTF	'fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_LATE	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_80da87099e8f"",""entity"":""HALLMARK_ESTROGEN_RESPONSE_LATE"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M639505020b00"",""gene_ids"":[""7033"",""10202"",""6337"",""4886"",""2444"",""10610"",""2582"",""9612"",""10535"",""4057""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_LATE""],""gene_set_hash"":""986b661aa4ab""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_9ad236a1d68f		R1	v1	LUSC	ours	hard	0.2	HALLMARK_MYC_TARGETS_V1	down	HALLMARK_MYC_TARGETS_V1	M185bfaab1d7a	PHB2;NDUFAB1;GLO1;POLD2;CBX3;ODC1;PSMC4;PABPC4;EIF4H;PSMD8	'fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_9ad236a1d68f"",""entity"":""HALLMARK_MYC_TARGETS_V1"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M185bfaab1d7a"",""gene_ids"":[""11331"",""4706"",""2739"",""5425"",""11335"",""4953"",""5704"",""8761"",""7458"",""5714""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1""],""gene_set_hash"":""15e739356fb0""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_8cfcbdb9faf1		R1	v1	LUSC	ours	hard	0.2	HALLMARK_PROTEIN_SECRETION	down	HALLMARK_PROTEIN_SECRETION	M7bfe26fb01a2	RAB5A;YKT6;STAM;SNAP23;SEC24D;RER1;VPS4B;MAPK1;COPB1;GALC	'fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_8cfcbdb9faf1"",""entity"":""HALLMARK_PROTEIN_SECRETION"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M7bfe26fb01a2"",""gene_ids"":[""5868"",""10652"",""8027"",""8773"",""9871"",""11079"",""9525"",""5594"",""1315"",""2581""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION""],""gene_set_hash"":""063f83d38dde""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_df60c1ddc8e6		R1	v1	LUSC	ours	hard	0.2	HALLMARK_UV_RESPONSE_DN	down	HALLMARK_UV_RESPONSE_DN	M90c0e12ead30	RXRA;VLDLR;ATRN;ATP2B4;MGLL;FZD2;CITED2;EFEMP1;FBLN5;CDC42BPA	'fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_df60c1ddc8e6"",""entity"":""HALLMARK_UV_RESPONSE_DN"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M90c0e12ead30"",""gene_ids"":[""6256"",""7436"",""8455"",""493"",""11343"",""2535"",""10370"",""2202"",""10516"",""8476""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN""],""gene_set_hash"":""9991641a1954""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_c8d16f06db22		R1	v1	LUSC	ours	hard	0.2	HALLMARK_MTORC1_SIGNALING	down	HALLMARK_MTORC1_SIGNALING	Mbe0eef0dd551	PLK1;RRM2;GOT1;ASNS;VLDLR;YKT6;GLRX;PDK1;IMMT;SLA	'fgsea_msigdb_H_entrez:HALLMARK_MTORC1_SIGNALING	1		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_c8d16f06db22"",""entity"":""HALLMARK_MTORC1_SIGNALING"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mbe0eef0dd551"",""gene_ids"":[""5347"",""6241"",""2805"",""440"",""7436"",""10652"",""2745"",""5163"",""10989"",""6503""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MTORC1_SIGNALING""],""gene_set_hash"":""1b2c240fe339""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_0cec0e89a2df		R1	v1	LUSC	ours	hard	0.2	HALLMARK_ANDROGEN_RESPONSE	up	HALLMARK_ANDROGEN_RESPONSE	M67a64107e29c	ITGAV;IDI1;AZGP1;HMGCR;MAP7;UAP1;TPD52;XRCC6;MAK;ACTN1	'fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_0cec0e89a2df"",""entity"":""HALLMARK_ANDROGEN_RESPONSE"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M67a64107e29c"",""gene_ids"":[""3685"",""3422"",""563"",""3156"",""9053"",""6675"",""7163"",""2547"",""4117"",""87""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE""],""gene_set_hash"":""a184942cd93c""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_f68b82ec8175		R1	v1	LUSC	ours	hard	0.2	HALLMARK_E2F_TARGETS	up	HALLMARK_E2F_TARGETS	M7d89e530df08	PAICS;SUV39H1;ILF3;AURKB;BARD1;NBN;XRCC6;NAP1L1;CSE1L;BUB1B	'fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS	0.953125		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_f68b82ec8175"",""entity"":""HALLMARK_E2F_TARGETS"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M7d89e530df08"",""gene_ids"":[""10606"",""6839"",""3609"",""9212"",""580"",""4683"",""2547"",""4673"",""1434"",""701""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS""],""gene_set_hash"":""2662edba575e""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_6e6599fbe915		R1	v1	LUSC	ours	hard	0.2	HALLMARK_KRAS_SIGNALING_UP	up	HALLMARK_KRAS_SIGNALING_UP	Mc785aa3c4b60	IRF8;ADAM8;BMP2;WNT7A;MAP7;TSPAN7;SDCCAG8;CD37;CSF2RA;IL1B	'fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_6e6599fbe915"",""entity"":""HALLMARK_KRAS_SIGNALING_UP"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""Mc785aa3c4b60"",""gene_ids"":[""3394"",""101"",""650"",""7476"",""9053"",""7102"",""10806"",""951"",""1438"",""3553""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP""],""gene_set_hash"":""f7da98ff7077""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_2dd06504c4cb		R1	v1	LUSC	ours	hard	0.2	HALLMARK_MYOGENESIS	up	HALLMARK_MYOGENESIS	M5ead73a52566	ACTN2;CHRNG;MYOG;APP;MYH7;SPHK1;RYR1;SPARC;TCAP;CKM	'fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_2dd06504c4cb"",""entity"":""HALLMARK_MYOGENESIS"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M5ead73a52566"",""gene_ids"":[""88"",""1146"",""4656"",""351"",""4625"",""8877"",""6261"",""6678"",""8557"",""1158""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS""],""gene_set_hash"":""8a7961bb6073""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_40dfb70d3314		R1	v1	LUSC	ours	hard	0.2	HALLMARK_APICAL_JUNCTION	up	HALLMARK_APICAL_JUNCTION	M4d4b2fbc611c	ACTN2;CLDN5;VASP;ICAM1;ICAM5;CDH8;PKD1;SLIT2;SHROOM2;ACTN1	'fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_40dfb70d3314"",""entity"":""HALLMARK_APICAL_JUNCTION"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M4d4b2fbc611c"",""gene_ids"":[""88"",""7122"",""7408"",""3383"",""7087"",""1006"",""5310"",""9353"",""357"",""87""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION""],""gene_set_hash"":""ced52c53b855""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_1147402fc7d8		R1	v1	LUSC	ours	hard	0.2	HALLMARK_ESTROGEN_RESPONSE_EARLY	down	HALLMARK_ESTROGEN_RESPONSE_EARLY	M532e1eb29b76	CLIC3;KRT13;CD44;SLC1A1;PEX11A;BCL2;AREG;ZNF185;MPPED2;TGM2	'fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	0.984375		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_1147402fc7d8"",""entity"":""HALLMARK_ESTROGEN_RESPONSE_EARLY"",""direction"":""down"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M532e1eb29b76"",""gene_ids"":[""9022"",""3860"",""960"",""6505"",""8800"",""596"",""374"",""7739"",""744"",""7052""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY""],""gene_set_hash"":""3f45706a437d""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_dca12d4697af		R1	v1	LUSC	ours	hard	0.2	HALLMARK_ADIPOGENESIS	up	HALLMARK_ADIPOGENESIS	M73196869f3e4	IDH3A;IDH1;CAT;COX7B;ACADS;SLC25A10;ARL4A;ACADL;YWHAG;LTC4S	'fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	0.921875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_dca12d4697af"",""entity"":""HALLMARK_ADIPOGENESIS"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M73196869f3e4"",""gene_ids"":[""3419"",""3417"",""847"",""1349"",""35"",""1468"",""10124"",""33"",""7532"",""4056""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS""],""gene_set_hash"":""837bcc33d16a""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_d81a48e88ba9		R1	v1	LUSC	ours	hard	0.2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	up	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	M43ea70e29bc2	ITGAV;CXCL8;EMP3;COL8A2;PFN2;GLIPR1;SPARC;GPX7;SLIT2;APLP1	'fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_d81a48e88ba9"",""entity"":""HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M43ea70e29bc2"",""gene_ids"":[""3685"",""3576"",""2014"",""1296"",""5217"",""11010"",""6678"",""2882"",""9353"",""333""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION""],""gene_set_hash"":""35ad53927d4f""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_8828edf5cd70		R1	v1	LUSC	ours	hard	0.2	HALLMARK_IL2_STAT5_SIGNALING	up	HALLMARK_IL2_STAT5_SIGNALING	M4e767a25e422	ITGAV;EOMES;IRF8;PRKCH;PTGER2;BMP2;ARL4A;AGER;SERPINC1;SLC29A2	'fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	0.96875		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_8828edf5cd70"",""entity"":""HALLMARK_IL2_STAT5_SIGNALING"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M4e767a25e422"",""gene_ids"":[""3685"",""8320"",""3394"",""5583"",""5732"",""650"",""10124"",""177"",""462"",""3177""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING""],""gene_set_hash"":""935ee5c1b7a1""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_621b1a2196ba		R1	v1	LUSC	ours	hard	0.2	HALLMARK_COAGULATION	up	HALLMARK_COAGULATION	M48672add5139	F2;CTSO;KLKB1;SERPINC1;SPARC;SERPING1;C8A;MMP15;C8B;CTSK	'fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	0.90625		PASS			context_missing(hard): context_evaluated=False	"{""claim_id"":""c_621b1a2196ba"",""entity"":""HALLMARK_COAGULATION"",""direction"":""up"",""context_keys"":[""disease"",""tissue"",""perturbation"",""comparison""],""evidence_ref"":{""module_id"":""M48672add5139"",""gene_ids"":[""2147"",""1519"",""3818"",""462"",""6678"",""710"",""731"",""4324"",""732"",""1513""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_COAGULATION""],""gene_set_hash"":""21ccc3419e22""}}"	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
